Dataset,categorical_indices,Encoding Method,Method,Imbalance Ratio,Archetype Proportion,Reintroduced Minority,Use Archetypes,Seed,n_folds,classification_report,Weighted F1 Score
car,"[0, 1, 2, 3, 4, 5]",ordinal,smote,0.2,nan,nan,False,6936,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0           acc   0.565574  0.539062  0.552000  128.000000           0.786813     1  6936
1          good   0.291667  0.913043  0.442105   23.000000           0.786813     1  6936
2         unacc   0.985030  0.814356  0.891599  404.000000           0.786813     1  6936
3         vgood   0.416667  0.952381  0.579710   21.000000           0.786813     1  6936
4      accuracy   0.762153  0.762153  0.762153    0.762153           0.786813     1  6936
5     macro avg   0.564734  0.804711  0.616354  576.000000           0.786813     1  6936
6  weighted avg   0.843409  0.762153  0.786813  576.000000           0.786813     1  6936
0           acc   0.477876  0.421875  0.448133  128.000000           0.767457     2  6936
1          good   0.344828  0.869565  0.493827   23.000000           0.767457     2  6936
2         unacc   0.971264  0.838710  0.900133  403.000000           0.767457     2  6936
3         vgood   0.333333  0.863636  0.481013   22.000000           0.767457     2  6936
4      accuracy   0.748264  0.748264  0.748264    0.748264           0.767457     2  6936
5     macro avg   0.531825  0.748447  0.580776  576.000000           0.767457     2  6936
6  weighted avg   0.812243  0.748264  0.767457  576.000000           0.767457     2  6936
0           acc   0.661290  0.640625  0.650794  128.000000           0.846777     3  6936
1          good   0.420000  0.913043  0.575342   23.000000           0.846777     3  6936
2         unacc   0.967568  0.888337  0.926261  403.000000           0.846777     3  6936
3         vgood   0.687500  1.000000  0.814815   22.000000           0.846777     3  6936
4      accuracy   0.838542  0.838542  0.838542    0.838542           0.846777     3  6936
5     macro avg   0.684089  0.860501  0.741803  576.000000           0.846777     3  6936
6  weighted avg   0.866944  0.838542  0.846777  576.000000           0.846777     3  6936",0.7868130141592542
car,"[0, 1, 2, 3, 4, 5]",ordinal,smote,0.2,0.3,1.0,True,9283,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0           acc   0.622047  0.617188  0.619608  128.000000           0.815708     1  9283
1          good   0.360656  0.956522  0.523810   23.000000           0.815708     1  9283
2         unacc   0.971347  0.841191  0.901596  403.000000           0.815708     1  9283
3         vgood   0.538462  0.954545  0.688525   22.000000           0.815708     1  9283
4      accuracy   0.800347  0.800347  0.800347    0.800347           0.815708     1  9283
5     macro avg   0.623128  0.842361  0.683384  576.000000           0.815708     1  9283
6  weighted avg   0.852806  0.800347  0.815708  576.000000           0.815708     1  9283
0           acc   0.522059  0.554688  0.537879  128.000000           0.778847     2  9283
1          good   0.344262  0.913043  0.500000   23.000000           0.778847     2  9283
2         unacc   0.939481  0.808933  0.869333  403.000000           0.778847     2  9283
3         vgood   0.687500  1.000000  0.814815   22.000000           0.778847     2  9283
4      accuracy   0.763889  0.763889  0.763889    0.763889           0.778847     2  9283
5     macro avg   0.623326  0.819166  0.680507  576.000000           0.778847     2  9283
6  weighted avg   0.813329  0.763889  0.778847  576.000000           0.778847     2  9283
0           acc   0.529915  0.484375  0.506122  128.000000           0.790503     3  9283
1          good   0.323944  1.000000  0.489362   23.000000           0.790503     3  9283
2         unacc   0.968839  0.846535  0.903567  404.000000           0.790503     3  9283
3         vgood   0.542857  0.904762  0.678571   21.000000           0.790503     3  9283
4      accuracy   0.774306  0.774306  0.774306    0.774306           0.790503     3  9283
5     macro avg   0.591388  0.808918  0.644406  576.000000           0.790503     3  9283
6  weighted avg   0.830018  0.774306  0.790503  576.000000           0.790503     3  9283",0.8157084185055159
car,"[0, 1, 2, 3, 4, 5]",ordinal,smote,0.2,nan,nan,False,9283,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0           acc   0.605839  0.648438  0.626415  128.000000           0.809645     1  9283
1          good   0.372881  0.956522  0.536585   23.000000           0.809645     1  9283
2         unacc   0.962209  0.821340  0.886212  403.000000           0.809645     1  9283
3         vgood   0.611111  1.000000  0.758621   22.000000           0.809645     1  9283
4      accuracy   0.795139  0.795139  0.795139    0.795139           0.809645     1  9283
5     macro avg   0.638010  0.856575  0.701958  576.000000           0.809645     1  9283
6  weighted avg   0.846074  0.795139  0.809645  576.000000           0.809645     1  9283
0           acc   0.537815  0.500000  0.518219  128.000000           0.763242     2  9283
1          good   0.296875  0.826087  0.436782   23.000000           0.763242     2  9283
2         unacc   0.933908  0.806452  0.865513  403.000000           0.763242     2  9283
3         vgood   0.488889  1.000000  0.656716   22.000000           0.763242     2  9283
4      accuracy   0.746528  0.746528  0.746528    0.746528           0.763242     2  9283
5     macro avg   0.564372  0.783135  0.619307  576.000000           0.763242     2  9283
6  weighted avg   0.803453  0.746528  0.763242  576.000000           0.763242     2  9283
0           acc   0.535714  0.468750  0.500000  128.000000           0.792451     3  9283
1          good   0.333333  0.956522  0.494382   23.000000           0.792451     3  9283
2         unacc   0.961326  0.861386  0.908616  404.000000           0.792451     3  9283
3         vgood   0.527778  0.904762  0.666667   21.000000           0.792451     3  9283
4      accuracy   0.779514  0.779514  0.779514    0.779514           0.792451     3  9283
5     macro avg   0.589538  0.797855  0.642416  576.000000           0.792451     3  9283
6  weighted avg   0.825863  0.779514  0.792451  576.000000           0.792451     3  9283",0.8096449484161232
car,"[0, 1, 2, 3, 4, 5]",ordinal,smote,0.2,0.3,1.0,True,4706,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0           acc   0.481865  0.726562  0.579439  128.000000           0.753432     1  4706
1          good   0.394737  0.652174  0.491803   23.000000           0.753432     1  4706
2         unacc   0.983108  0.720297  0.831429  404.000000           0.753432     1  4706
3         vgood   0.428571  1.000000  0.600000   21.000000           0.753432     1  4706
4      accuracy   0.729167  0.729167  0.729167    0.729167           0.753432     1  4706
5     macro avg   0.572070  0.774758  0.625668  576.000000           0.753432     1  4706
6  weighted avg   0.828009  0.729167  0.753432  576.000000           0.753432     1  4706
0           acc   0.573643  0.578125  0.575875  128.000000           0.811045     2  4706
1          good   0.425926  1.000000  0.597403   23.000000           0.811045     2  4706
2         unacc   0.988338  0.841191  0.908847  403.000000           0.811045     2  4706
3         vgood   0.440000  1.000000  0.611111   22.000000           0.811045     2  4706
4      accuracy   0.795139  0.795139  0.795139    0.795139           0.811045     2  4706
5     macro avg   0.606977  0.854829  0.673309  576.000000           0.811045     2  4706
6  weighted avg   0.852783  0.795139  0.811045  576.000000           0.811045     2  4706
0           acc   0.643939  0.664062  0.653846  128.000000           0.836944     3  4706
1          good   0.400000  0.869565  0.547945   23.000000           0.836944     3  4706
2         unacc   0.977591  0.866005  0.918421  403.000000           0.836944     3  4706
3         vgood   0.567568  0.954545  0.711864   22.000000           0.836944     3  4706
4      accuracy   0.824653  0.824653  0.824653    0.824653           0.836944     3  4706
5     macro avg   0.647274  0.838545  0.708019  576.000000           0.836944     3  4706
6  weighted avg   0.864722  0.824653  0.836944  576.000000           0.836944     3  4706",0.753432018343827
car,"[0, 1, 2, 3, 4, 5]",ordinal,smote,0.2,nan,nan,False,4706,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0           acc   0.497326  0.726562  0.590476  128.000000           0.782862     1  4706
1          good   0.304348  0.608696  0.405797   23.000000           0.782862     1  4706
2         unacc   0.996774  0.764851  0.865546  404.000000           0.782862     1  4706
3         vgood   0.636364  1.000000  0.777778   21.000000           0.782862     1  4706
4      accuracy   0.758681  0.758681  0.758681    0.758681           0.782862     1  4706
5     macro avg   0.608703  0.775027  0.659899  576.000000           0.782862     1  4706
6  weighted avg   0.844997  0.758681  0.782862  576.000000           0.782862     1  4706
0           acc   0.563910  0.585938  0.574713  128.000000           0.811330     2  4706
1          good   0.403846  0.913043  0.560000   23.000000           0.811330     2  4706
2         unacc   0.988372  0.843672  0.910308  403.000000           0.811330     2  4706
3         vgood   0.468085  1.000000  0.637681   22.000000           0.811330     2  4706
4      accuracy   0.795139  0.795139  0.795139    0.795139           0.811330     2  4706
5     macro avg   0.606053  0.835663  0.670675  576.000000           0.811330     2  4706
6  weighted avg   0.850835  0.795139  0.811330  576.000000           0.811330     2  4706
0           acc   0.672000  0.656250  0.664032  128.000000           0.848828     3  4706
1          good   0.411765  0.913043  0.567568   23.000000           0.848828     3  4706
2         unacc   0.978082  0.885856  0.929688  403.000000           0.848828     3  4706
3         vgood   0.600000  0.954545  0.736842   22.000000           0.848828     3  4706
4      accuracy   0.838542  0.838542  0.838542    0.838542           0.848828     3  4706
5     macro avg   0.665462  0.852424  0.724532  576.000000           0.848828     3  4706
6  weighted avg   0.873010  0.838542  0.848828  576.000000           0.848828     3  4706",0.7828616168689698
car,"[0, 1, 2, 3, 4, 5]",ordinal,smote,0.2,0.3,1.0,True,5071,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0           acc   0.557252  0.570312  0.563707  128.000000           0.805777     1  5071
1          good   0.307692  0.869565  0.454545   23.000000           0.805777     1  5071
2         unacc   0.979943  0.846535  0.908367  404.000000           0.805777     1  5071
3         vgood   0.580645  0.857143  0.692308   21.000000           0.805777     1  5071
4      accuracy   0.786458  0.786458  0.786458    0.786458           0.805777     1  5071
5     macro avg   0.606383  0.785889  0.654732  576.000000           0.805777     1  5071
6  weighted avg   0.844610  0.786458  0.805777  576.000000           0.805777     1  5071
0           acc   0.474684  0.585938  0.524476  128.000000           0.778089     2  5071
1          good   0.295082  0.782609  0.428571   23.000000           0.778089     2  5071
2         unacc   0.978659  0.796526  0.878249  403.000000           0.778089     2  5071
3         vgood   0.689655  0.909091  0.784314   22.000000           0.778089     2  5071
4      accuracy   0.753472  0.753472  0.753472    0.753472           0.778089     2  5071
5     macro avg   0.609520  0.768541  0.653902  576.000000           0.778089     2  5071
6  weighted avg   0.828330  0.753472  0.778089  576.000000           0.778089     2  5071
0           acc   0.528169  0.585938  0.555556  128.000000           0.793646     3  5071
1          good   0.307692  0.869565  0.454545   23.000000           0.793646     3  5071
2         unacc   0.990937  0.813896  0.893733  403.000000           0.793646     3  5071
3         vgood   0.552632  0.954545  0.700000   22.000000           0.793646     3  5071
4      accuracy   0.770833  0.770833  0.770833    0.770833           0.793646     3  5071
5     macro avg   0.594857  0.805986  0.650958  576.000000           0.793646     3  5071
6  weighted avg   0.844076  0.770833  0.793646  576.000000           0.793646     3  5071",0.8057769562998647
car,"[0, 1, 2, 3, 4, 5]",ordinal,smote,0.2,nan,nan,False,5071,3,"          class  precision    recall  f1-score     support  Weighted F1 Score  fold  seed
0           acc   0.536000  0.523438  0.529644  128.000000           0.798606     1  5071
1          good   0.307692  0.869565  0.454545   23.000000           0.798606     1  5071
2         unacc   0.971751  0.851485  0.907652  404.000000           0.798606     1  5071
3         vgood   0.593750  0.904762  0.716981   21.000000           0.798606     1  5071
4      accuracy   0.781250  0.781250  0.781250    0.781250           0.798606     1  5071
5     macro avg   0.602298  0.787312  0.652206  576.000000           0.798606     1  5071
6  weighted avg   0.834620  0.781250  0.798606  576.000000           0.798606     1  5071
0           acc   0.511278  0.531250  0.521073  128.000000           0.790473     2  5071
1          good   0.289855  0.869565  0.434783   23.000000           0.790473     2  5071
2         unacc   0.976744  0.833747  0.899598  403.000000           0.790473     2  5071
3         vgood   0.633333  0.863636  0.730769   22.000000           0.790473     2  5071
4      accuracy   0.769097  0.769097  0.769097    0.769097           0.790473     2  5071
5     macro avg   0.602803  0.774550  0.646556  576.000000           0.790473     2  5071
6  weighted avg   0.832763  0.769097  0.790473  576.000000           0.790473     2  5071
0           acc   0.541667  0.609375  0.573529  128.000000           0.797641     3  5071
1          good   0.322581  0.869565  0.470588   23.000000           0.797641     3  5071
2         unacc   0.987988  0.816377  0.894022  403.000000           0.797641     3  5071
3         vgood   0.540541  0.909091  0.677966   22.000000           0.797641     3  5071
4      accuracy   0.776042  0.776042  0.776042    0.776042           0.797641     3  5071
5     macro avg   0.598194  0.801102  0.654026  576.000000           0.797641     3  5071
6  weighted avg   0.845145  0.776042  0.797641  576.000000           0.797641     3  5071",0.7986057439362533
chess,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",ordinal,smote,0.2,0.3,1.0,True,8940,3,"          class  precision    recall  f1-score      support  Weighted F1 Score  fold  seed
0         nowin   0.996466  0.554028  0.712121   509.000000           0.773637     1  8940
1           won   0.710089  0.998205  0.829851   557.000000           0.773637     1  8940
2      accuracy   0.786116  0.786116  0.786116     0.786116           0.773637     1  8940
3     macro avg   0.853278  0.776116  0.770986  1066.000000           0.773637     1  8940
4  weighted avg   0.846830  0.786116  0.773637  1066.000000           0.773637     1  8940
0         nowin   0.984556  0.500982  0.664062   509.000000           0.740550     2  8940
1           won   0.684864  0.992806  0.810573   556.000000           0.740550     2  8940
2      accuracy   0.757746  0.757746  0.757746     0.757746           0.740550     2  8940
3     macro avg   0.834710  0.746894  0.737318  1065.000000           0.740550     2  8940
4  weighted avg   0.828097  0.757746  0.740550  1065.000000           0.740550     2  8940
0         nowin   0.981481  0.520629  0.680359   509.000000           0.751012     3  8940
1           won   0.693082  0.991007  0.815692   556.000000           0.751012     3  8940
2      accuracy   0.766197  0.766197  0.766197     0.766197           0.751012     3  8940
3     macro avg   0.837282  0.755818  0.748026  1065.000000           0.751012     3  8940
4  weighted avg   0.830918  0.766197  0.751012  1065.000000           0.751012     3  8940",0.7736365503202053
chess,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",ordinal,smote,0.2,nan,nan,False,8940,3,"          class  precision    recall  f1-score      support  Weighted F1 Score  fold  seed
0         nowin   0.936102  0.575639  0.712895   509.000000           0.768779     1  8940
1           won   0.713147  0.964093  0.819847   557.000000           0.768779     1  8940
2      accuracy   0.778612  0.778612  0.778612     0.778612           0.768779     1  8940
3     macro avg   0.824625  0.769866  0.766371  1066.000000           0.768779     1  8940
4  weighted avg   0.819605  0.778612  0.768779  1066.000000           0.768779     1  8940
0         nowin   0.919881  0.609037  0.732861   509.000000           0.780435     2  8940
1           won   0.726648  0.951439  0.823988   556.000000           0.780435     2  8940
2      accuracy   0.787793  0.787793  0.787793     0.787793           0.780435     2  8940
3     macro avg   0.823265  0.780238  0.778424  1065.000000           0.780435     2  8940
4  weighted avg   0.819001  0.787793  0.780435  1065.000000           0.780435     2  8940
0         nowin   0.908795  0.548134  0.683824   509.000000           0.746382     3  8940
1           won   0.696570  0.949640  0.803653   556.000000           0.746382     3  8940
2      accuracy   0.757746  0.757746  0.757746     0.757746           0.746382     3  8940
3     macro avg   0.802682  0.748887  0.743738  1065.000000           0.746382     3  8940
4  weighted avg   0.797999  0.757746  0.746382  1065.000000           0.746382     3  8940",0.7687792765391169
chess,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",ordinal,smote,0.2,0.3,1.0,True,2162,3,"          class  precision    recall  f1-score      support  Weighted F1 Score  fold  seed
0         nowin   0.952055  0.546169  0.694132   509.000000           0.757772     1  2162
1           won   0.701550  0.974865  0.815928   557.000000           0.757772     1  2162
2      accuracy   0.770169  0.770169  0.770169     0.770169           0.757772     1  2162
3     macro avg   0.826803  0.760517  0.755030  1066.000000           0.757772     1  2162
4  weighted avg   0.821163  0.770169  0.757772  1066.000000           0.757772     1  2162
0         nowin   0.985207  0.654224  0.786305   509.000000           0.824217     2  2162
1           won   0.757909  0.991007  0.858924   556.000000           0.824217     2  2162
2      accuracy   0.830047  0.830047  0.830047     0.830047           0.824217     2  2162
3     macro avg   0.871558  0.822616  0.822615  1065.000000           0.824217     2  2162
4  weighted avg   0.866543  0.830047  0.824217  1065.000000           0.824217     2  2162
0         nowin   0.923387  0.449902  0.605020   509.000000           0.697534     3  2162
1           won   0.657283  0.965827  0.782229   556.000000           0.697534     3  2162
2      accuracy   0.719249  0.719249  0.719249     0.719249           0.697534     3  2162
3     macro avg   0.790335  0.707865  0.693624  1065.000000           0.697534     3  2162
4  weighted avg   0.784463  0.719249  0.697534  1065.000000           0.697534     3  2162",0.7577722176332913
chess,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",ordinal,smote,0.2,nan,nan,False,2162,3,"          class  precision    recall  f1-score      support  Weighted F1 Score  fold  seed
0         nowin   0.849558  0.565815  0.679245   509.000000           0.736156     1  2162
1           won   0.696011  0.908438  0.788162   557.000000           0.736156     1  2162
2      accuracy   0.744841  0.744841  0.744841     0.744841           0.736156     1  2162
3     macro avg   0.772784  0.737127  0.733704  1066.000000           0.736156     1  2162
4  weighted avg   0.769327  0.744841  0.736156  1066.000000           0.736156     1  2162
0         nowin   0.930556  0.658153  0.771001   509.000000           0.808166     2  2162
1           won   0.753191  0.955036  0.842189   556.000000           0.808166     2  2162
2      accuracy   0.813146  0.813146  0.813146     0.813146           0.808166     2  2162
3     macro avg   0.841874  0.806595  0.806595  1065.000000           0.808166     2  2162
4  weighted avg   0.837960  0.813146  0.808166  1065.000000           0.808166     2  2162
0         nowin   0.776156  0.626719  0.693478   509.000000           0.731831     3  2162
1           won   0.709480  0.834532  0.766942   556.000000           0.731831     3  2162
2      accuracy   0.735211  0.735211  0.735211     0.735211           0.731831     3  2162
3     macro avg   0.742818  0.730626  0.730210  1065.000000           0.731831     3  2162
4  weighted avg   0.741347  0.735211  0.731831  1065.000000           0.731831     3  2162",0.7361557969851771
chess,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",ordinal,smote,0.2,0.3,1.0,True,1582,3,"          class  precision    recall  f1-score      support  Weighted F1 Score  fold  seed
0         nowin   0.964539  0.534381  0.687737   509.000000           0.754656     1  1582
1           won   0.697704  0.982047  0.815809   557.000000           0.754656     1  1582
2      accuracy   0.768293  0.768293  0.768293     0.768293           0.754656     1  1582
3     macro avg   0.831122  0.758214  0.751773  1066.000000           0.754656     1  1582
4  weighted avg   0.825114  0.768293  0.754656  1066.000000           0.754656     1  1582
0         nowin   0.929412  0.465619  0.620419   509.000000           0.707751     2  1582
1           won   0.664198  0.967626  0.787701   556.000000           0.707751     2  1582
2      accuracy   0.727700  0.727700  0.727700     0.727700           0.707751     2  1582
3     macro avg   0.796805  0.716622  0.704060  1065.000000           0.707751     2  1582
4  weighted avg   0.790953  0.727700  0.707751  1065.000000           0.707751     2  1582
0         nowin   0.975962  0.398821  0.566248   509.000000           0.677789     3  1582
1           won   0.642940  0.991007  0.779901   556.000000           0.677789     3  1582
2      accuracy   0.707981  0.707981  0.707981     0.707981           0.677789     3  1582
3     macro avg   0.809451  0.694914  0.673075  1065.000000           0.677789     3  1582
4  weighted avg   0.802103  0.707981  0.677789  1065.000000           0.677789     3  1582",0.7546564931027431
chess,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",ordinal,smote,0.2,nan,nan,False,1582,3,"          class  precision    recall  f1-score      support  Weighted F1 Score  fold  seed
0         nowin   0.851955  0.599214  0.703576   509.000000           0.752306     1  1582
1           won   0.711864  0.904847  0.796838   557.000000           0.752306     1  1582
2      accuracy   0.758912  0.758912  0.758912     0.758912           0.752306     1  1582
3     macro avg   0.781910  0.752031  0.750207  1066.000000           0.752306     1  1582
4  weighted avg   0.778756  0.758912  0.752306  1066.000000           0.752306     1  1582
0         nowin   0.870801  0.662083  0.752232   509.000000           0.787662     2  1582
1           won   0.746313  0.910072  0.820097   556.000000           0.787662     2  1582
2      accuracy   0.791549  0.791549  0.791549     0.791549           0.787662     2  1582
3     macro avg   0.808557  0.786077  0.786165  1065.000000           0.787662     2  1582
4  weighted avg   0.805810  0.791549  0.787662  1065.000000           0.787662     2  1582
0         nowin   0.916667  0.453831  0.607096   509.000000           0.698195     3  1582
1           won   0.658057  0.962230  0.781592   556.000000           0.698195     3  1582
2      accuracy   0.719249  0.719249  0.719249     0.719249           0.698195     3  1582
3     macro avg   0.787362  0.708031  0.694344  1065.000000           0.698195     3  1582
4  weighted avg   0.781655  0.719249  0.698195  1065.000000           0.698195     3  1582",0.7523064625157261
chess,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",ordinal,smote,0.2,0.3,1.0,True,5081,3,"          class  precision    recall  f1-score      support  Weighted F1 Score  fold  seed
0         nowin   0.956349  0.473477  0.633377   509.000000           0.718611     1  5081
1           won   0.670762  0.980251  0.796499   557.000000           0.718611     1  5081
2      accuracy   0.738274  0.738274  0.738274     0.738274           0.718611     1  5081
3     macro avg   0.813555  0.726864  0.714938  1066.000000           0.718611     1  5081
4  weighted avg   0.807126  0.738274  0.718611  1066.000000           0.718611     1  5081
0         nowin   0.957895  0.536346  0.687657   509.000000           0.753810     2  5081
1           won   0.697436  0.978417  0.814371   556.000000           0.753810     2  5081
2      accuracy   0.767136  0.767136  0.767136     0.767136           0.753810     2  5081
3     macro avg   0.827665  0.757382  0.751014  1065.000000           0.753810     2  5081
4  weighted avg   0.821918  0.767136  0.753810  1065.000000           0.753810     2  5081
0         nowin   0.954386  0.534381  0.685139   509.000000           0.751825     3  5081
1           won   0.696154  0.976619  0.812874   556.000000           0.751825     3  5081
2      accuracy   0.765258  0.765258  0.765258     0.765258           0.751825     3  5081
3     macro avg   0.825270  0.755500  0.749006  1065.000000           0.751825     3  5081
4  weighted avg   0.819572  0.765258  0.751825  1065.000000           0.751825     3  5081",0.7186105558002408
chess,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",ordinal,smote,0.2,nan,nan,False,5081,3,"          class  precision    recall  f1-score      support  Weighted F1 Score  fold  seed
0         nowin   0.808874  0.465619  0.591022   509.000000           0.675858     1  5081
1           won   0.648124  0.899461  0.753383   557.000000           0.675858     1  5081
2      accuracy   0.692308  0.692308  0.692308     0.692308           0.675858     1  5081
3     macro avg   0.728499  0.682540  0.672203  1066.000000           0.675858     1  5081
4  weighted avg   0.724880  0.692308  0.675858  1066.000000           0.675858     1  5081
0         nowin   0.894459  0.666012  0.763514   509.000000           0.798703     2  5081
1           won   0.752187  0.928058  0.830918   556.000000           0.798703     2  5081
2      accuracy   0.802817  0.802817  0.802817     0.802817           0.798703     2  5081
3     macro avg   0.823323  0.797035  0.797216  1065.000000           0.798703     2  5081
4  weighted avg   0.820183  0.802817  0.798703  1065.000000           0.798703     2  5081
0         nowin   0.909357  0.611002  0.730905   509.000000           0.777916     3  5081
1           won   0.726141  0.944245  0.820954   556.000000           0.777916     3  5081
2      accuracy   0.784977  0.784977  0.784977     0.784977           0.777916     3  5081
3     macro avg   0.817749  0.777623  0.775929  1065.000000           0.777916     3  5081
4  weighted avg   0.813706  0.784977  0.777916  1065.000000           0.777916     3  5081",0.6758583587301267
chess,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",ordinal,smote,0.2,0.3,1.0,True,9412,3,"          class  precision    recall  f1-score      support  Weighted F1 Score  fold  seed
0         nowin   0.976676  0.658153  0.786385   509.000000           0.823707     1  9412
1           won   0.759336  0.985637  0.857812   557.000000           0.823707     1  9412
2      accuracy   0.829268  0.829268  0.829268     0.829268           0.823707     1  9412
3     macro avg   0.868006  0.821895  0.822099  1066.000000           0.823707     1  9412
4  weighted avg   0.863113  0.829268  0.823707  1066.000000           0.823707     1  9412
0         nowin   0.987539  0.622790  0.763855   509.000000           0.808427     2  9412
1           won   0.741935  0.992806  0.849231   556.000000           0.808427     2  9412
2      accuracy   0.815962  0.815962  0.815962     0.815962           0.808427     2  9412
3     macro avg   0.864737  0.807798  0.806543  1065.000000           0.808427     2  9412
4  weighted avg   0.859318  0.815962  0.808427  1065.000000           0.808427     2  9412
0         nowin   0.986842  0.589391  0.738007   509.000000           0.790350     3  9412
1           won   0.725361  0.992806  0.838269   556.000000           0.790350     3  9412
2      accuracy   0.800000  0.800000  0.800000     0.800000           0.790350     3  9412
3     macro avg   0.856102  0.791098  0.788138  1065.000000           0.790350     3  9412
4  weighted avg   0.850332  0.800000  0.790350  1065.000000           0.790350     3  9412",0.8237068626188022
chess,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]",ordinal,smote,0.2,nan,nan,False,9412,3,"          class  precision    recall  f1-score      support  Weighted F1 Score  fold  seed
0         nowin   0.944751  0.671906  0.785304   509.000000           0.820000     1  9412
1           won   0.762784  0.964093  0.851705   557.000000           0.820000     1  9412
2      accuracy   0.824578  0.824578  0.824578     0.824578           0.820000     1  9412
3     macro avg   0.853768  0.818000  0.818505  1066.000000           0.820000     1  9412
4  weighted avg   0.849671  0.824578  0.820000  1066.000000           0.820000     1  9412
0         nowin   0.923664  0.713163  0.804878   509.000000           0.831921     2  9412
1           won   0.782738  0.946043  0.856678   556.000000           0.831921     2  9412
2      accuracy   0.834742  0.834742  0.834742     0.834742           0.831921     2  9412
3     macro avg   0.853201  0.829603  0.830778  1065.000000           0.831921     2  9412
4  weighted avg   0.850091  0.834742  0.831921  1065.000000           0.831921     2  9412
0         nowin   0.927577  0.654224  0.767281   509.000000           0.805212     3  9412
1           won   0.750708  0.953237  0.839937   556.000000           0.805212     3  9412
2      accuracy   0.810329  0.810329  0.810329     0.810329           0.805212     3  9412
3     macro avg   0.839142  0.803731  0.803609  1065.000000           0.805212     3  9412
4  weighted avg   0.835240  0.810329  0.805212  1065.000000           0.805212     3  9412",0.8199995731883304
